sample	strain	lineage	accession	chromosome	length	source	vni_subdivision	dataset	samples_in_lineage	samples_in_dataset_lineage	total_samples	norm_chrom_mean	norm_chrom_median	total_cnv_size	n_cnvs	first	last	mean_cnv_depth	median_cnv_depth	repeat_size	dup_coverage_percent	dup_span_size	dup_span_percent	dup_repeat_percent
SRS405151	Bt57	VNI	CP003820.1	chr01	2291499	Clinical	VNIc	Desjardins	853	185	1055	0.97	0.97	2000	1	1	2000	8.25	8.25	0	0.09	1999	0.09	0
SRS405151	Bt57	VNI	CP003821.1	chr02	1621675	Clinical	VNIc	Desjardins	853	185	1055	1.11	0.98	6500	1	274501	281000	34.72	34.72	3735	0.4	6499	0.4	0.23
SRS405151	Bt57	VNI	CP003822.1	chr03	1575141	Clinical	VNIc	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003823.1	chr04	1084805	Clinical	VNIc	Desjardins	853	185	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003824.1	chr05	1814975	Clinical	VNIc	Desjardins	853	185	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003825.1	chr06	1422463	Clinical	VNIc	Desjardins	853	185	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003826.1	chr07	1399503	Clinical	VNIc	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003827.1	chr08	1398693	Clinical	VNIc	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003828.1	chr09	1186808	Clinical	VNIc	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003829.1	chr10	1059964	Clinical	VNIc	Desjardins	853	185	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003830.1	chr11	1561994	Clinical	VNIc	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003831.1	chr12	774062	Clinical	VNIc	Desjardins	853	185	1055	1.02	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS405151	Bt57	VNI	CP003832.1	chr13	756744	Clinical	VNIc	Desjardins	853	185	1055	1	1.01	3500	1	746501	750000	2.1	2.1	2049	0.46	3499	0.46	0.27
SRS405151	Bt57	VNI	CP003833.2	chr14	942867	Clinical	VNIc	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003820.1	chr01	2291499	Clinical	VNIb	Desjardins	853	185	1055	0.84	0.81	13000	2	1	350500	8.1	8.1	0	0.57	350499	15.3	0
SRS409058	AD2-60a	VNI	CP003821.1	chr02	1621675	Clinical	VNIb	Desjardins	853	185	1055	0.92	0.79	7000	1	274501	281500	33.67	33.67	4210	0.43	6999	0.43	0.26
SRS409058	AD2-60a	VNI	CP003822.1	chr03	1575141	Clinical	VNIb	Desjardins	853	185	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003823.1	chr04	1084805	Clinical	VNIb	Desjardins	853	185	1055	1.07	1.09	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003824.1	chr05	1814975	Clinical	VNIb	Desjardins	853	185	1055	0.9	0.89	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003825.1	chr06	1422463	Clinical	VNIb	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003826.1	chr07	1399503	Clinical	VNIb	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003827.1	chr08	1398693	Clinical	VNIb	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003828.1	chr09	1186808	Clinical	VNIb	Desjardins	853	185	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003829.1	chr10	1059964	Clinical	VNIb	Desjardins	853	185	1055	1.06	1.04	10000	1	207501	217500	2.05	2.05	9998	0.94	9999	0.94	0.94
SRS409058	AD2-60a	VNI	CP003830.1	chr11	1561994	Clinical	VNIb	Desjardins	853	185	1055	0.9	0.91	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003831.1	chr12	774062	Clinical	VNIb	Desjardins	853	185	1055	1.16	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003832.1	chr13	756744	Clinical	VNIb	Desjardins	853	185	1055	1.11	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409058	AD2-60a	VNI	CP003833.2	chr14	942867	Clinical	VNIb	Desjardins	853	185	1055	1.06	1.07	5367	2	937001	942867	1.17	1.17	4784	0.57	5866	0.62	0.51
SRS409059	C8	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Desjardins	853	185	1055	0.91	0.91	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Desjardins	853	185	1055	1.05	0.97	6500	1	274501	281000	23.82	23.82	3735	0.4	6499	0.4	0.23
SRS409059	C8	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Desjardins	853	185	1055	1.01	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Desjardins	853	185	1055	1.07	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Desjardins	853	185	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Desjardins	853	185	1055	0.9	0.9	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Desjardins	853	185	1055	1.04	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Desjardins	853	185	1055	1.02	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Desjardins	853	185	1055	1.07	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Desjardins	853	185	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Desjardins	853	185	1055	0.97	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Desjardins	853	185	1055	1.1	1.1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409059	C8	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Desjardins	853	185	1055	1.08	1.09	7500	1	743001	750500	2.22	2.22	3695	0.99	7499	0.99	0.49
SRS409059	C8	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Desjardins	853	185	1055	1.06	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003820.1	chr01	2291499	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.87	0.86	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003821.1	chr02	1621675	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.07	0.89	6500	1	274501	281000	48.8	48.8	3735	0.4	6499	0.4	0.23
SRS409060	A2-102-5	VNI	CP003822.1	chr03	1575141	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.96	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003823.1	chr04	1084805	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.04	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003824.1	chr05	1814975	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.94	0.94	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003825.1	chr06	1422463	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.99	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003826.1	chr07	1399503	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.01	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003827.1	chr08	1398693	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003828.1	chr09	1186808	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003829.1	chr10	1059964	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.07	1.07	4500	1	582501	587000	3.27	3.27	2535	0.42	4499	0.42	0.24
SRS409060	A2-102-5	VNI	CP003830.1	chr11	1561994	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.93	0.94	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003831.1	chr12	774062	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.14	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003832.1	chr13	756744	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.09	1.14	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409060	A2-102-5	VNI	CP003833.2	chr14	942867	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.04	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097924.1	chr01	2295340	Environmental		Desjardins	64	64	1055	0.95	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097925.1	chr02	1785217	Environmental		Desjardins	64	64	1055	0.95	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097926.1	chr03	1050385	Environmental		Desjardins	64	64	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097927.1	chr04	1132108	Environmental		Desjardins	64	64	1055	1.06	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097928.1	chr05	1907804	Environmental		Desjardins	64	64	1055	0.95	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097929.1	chr06	1479199	Environmental		Desjardins	64	64	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097930.1	chr07	1447619	Environmental		Desjardins	64	64	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097931.1	chr08	1474796	Environmental		Desjardins	64	64	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097932.1	chr09	1298212	Environmental		Desjardins	64	64	1055	1	1.02	2500	1	51501	54000	1.95	1.95	57	0.19	2499	0.19	0
SRS409061	Ze90-1	VNBII	CP097933.1	chr10	1072083	Environmental		Desjardins	64	64	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097934.1	chr11	2067034	Environmental		Desjardins	64	64	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097935.1	chr12	843053	Environmental		Desjardins	64	64	1055	0.99	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097936.1	chr13	880205	Environmental		Desjardins	64	64	1055	1	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409061	Ze90-1	VNBII	CP097937.1	chr14	1011092	Environmental		Desjardins	64	64	1055	1	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003820.1	chr01	2291499	Clinical	VNIc	Desjardins	853	185	1055	0.87	0.86	10500	2	1	350500	4.44	4.44	0	0.46	350499	15.3	0
SRS409062	Bt15	VNI	CP003821.1	chr02	1621675	Clinical	VNIc	Desjardins	853	185	1055	1.03	0.9	8000	1	274001	282000	36.94	36.94	5210	0.49	7999	0.49	0.32
SRS409062	Bt15	VNI	CP003822.1	chr03	1575141	Clinical	VNIc	Desjardins	853	185	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003823.1	chr04	1084805	Clinical	VNIc	Desjardins	853	185	1055	1.01	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003824.1	chr05	1814975	Clinical	VNIc	Desjardins	853	185	1055	0.93	0.93	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003825.1	chr06	1422463	Clinical	VNIc	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003826.1	chr07	1399503	Clinical	VNIc	Desjardins	853	185	1055	1.02	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003827.1	chr08	1398693	Clinical	VNIc	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003828.1	chr09	1186808	Clinical	VNIc	Desjardins	853	185	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003829.1	chr10	1059964	Clinical	VNIc	Desjardins	853	185	1055	1.02	1.02	4500	1	226001	230500	3.09	3.09	4485	0.42	4499	0.42	0.42
SRS409062	Bt15	VNI	CP003830.1	chr11	1561994	Clinical	VNIc	Desjardins	853	185	1055	0.94	0.94	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003831.1	chr12	774062	Clinical	VNIc	Desjardins	853	185	1055	1.09	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003832.1	chr13	756744	Clinical	VNIc	Desjardins	853	185	1055	1.02	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409062	Bt15	VNI	CP003833.2	chr14	942867	Clinical	VNIc	Desjardins	853	185	1055	1.49	1.25	445000	3	501	449000	2.04	1.98	17211	47.2	448499	47.57	1.83
SRS409063	AD1-83a	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Desjardins	853	185	1055	0.88	0.87	2000	1	1	2000	2.54	2.54	0	0.09	1999	0.09	0
SRS409063	AD1-83a	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Desjardins	853	185	1055	1.01	0.9	6500	1	274501	281000	29.62	29.62	3735	0.4	6499	0.4	0.23
SRS409063	AD1-83a	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.97	4000	1	1533001	1537000	8.09	8.09	312	0.25	3999	0.25	0.02
SRS409063	AD1-83a	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Desjardins	853	185	1055	0.94	0.93	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Desjardins	853	185	1055	1	1	4000	1	164001	168000	1.96	1.96	3807	0.29	3999	0.29	0.27
SRS409063	AD1-83a	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Desjardins	853	185	1055	1.04	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Desjardins	853	185	1055	1.02	1.02	3500	1	583001	586500	2.56	2.56	2196	0.33	3499	0.33	0.21
SRS409063	AD1-83a	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Desjardins	853	185	1055	0.93	0.93	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Desjardins	853	185	1055	1.13	1.11	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409063	AD1-83a	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Desjardins	853	185	1055	1.1	1.1	10000	1	742501	752500	2.4	2.4	5193	1.32	9999	1.32	0.69
SRS409063	AD1-83a	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Desjardins	853	185	1055	1.06	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Desjardins	853	185	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Desjardins	853	185	1055	1.09	0.97	6500	1	274501	281000	33.18	33.18	3735	0.4	6499	0.4	0.23
SRS409064	MW-RSA1955	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Desjardins	853	185	1055	0.99	0.99	4000	1	1533001	1537000	5.8	5.8	312	0.25	3999	0.25	0.02
SRS409064	MW-RSA1955	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Desjardins	853	185	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Desjardins	853	185	1055	0.99	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Desjardins	853	185	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409064	MW-RSA1955	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Desjardins	853	185	1055	2.01	2.03	735500	5	18001	774000	1.95	1.96	32932	95.02	755999	97.67	4.25
SRS409064	MW-RSA1955	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Desjardins	853	185	1055	1.01	1.02	6500	1	743501	750000	2.09	2.09	2739	0.86	6499	0.86	0.36
SRS409064	MW-RSA1955	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097924.1	chr01	2295340	Clinical		Desjardins	64	64	1055	0.95	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097925.1	chr02	1785217	Clinical		Desjardins	64	64	1055	0.92	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097926.1	chr03	1050385	Clinical		Desjardins	64	64	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097927.1	chr04	1132108	Clinical		Desjardins	64	64	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097928.1	chr05	1907804	Clinical		Desjardins	64	64	1055	0.95	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097929.1	chr06	1479199	Clinical		Desjardins	64	64	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097930.1	chr07	1447619	Clinical		Desjardins	64	64	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097931.1	chr08	1474796	Clinical		Desjardins	64	64	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097932.1	chr09	1298212	Clinical		Desjardins	64	64	1055	0.97	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097933.1	chr10	1072083	Clinical		Desjardins	64	64	1055	0.99	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097934.1	chr11	2067034	Clinical		Desjardins	64	64	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097935.1	chr12	843053	Clinical		Desjardins	64	64	1055	1	1.02	5500	1	655501	661000	2.18	2.18	5500	0.65	5499	0.65	0.65
SRS409065	Bt1	VNBII	CP097936.1	chr13	880205	Clinical		Desjardins	64	64	1055	0.97	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409065	Bt1	VNBII	CP097937.1	chr14	1011092	Clinical		Desjardins	64	64	1055	0.96	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr01_Bt22	chr01	2281270	Clinical		Desjardins	122	122	1055	0.9	0.9	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr02_Bt22	chr02	1712483	Clinical		Desjardins	122	122	1055	0.88	0.88	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr03_Bt22	chr03	1067780	Clinical		Desjardins	122	122	1055	1.04	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr04_Bt22	chr04	1062799	Clinical		Desjardins	122	122	1055	1.04	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr05_Bt22	chr05	1799688	Clinical		Desjardins	122	122	1055	0.9	0.93	9000	1	464501	473500	1.82	1.82	623	0.5	8999	0.5	0.03
SRS409066	Bt85	VNBI	chr06_Bt22	chr06	1465104	Clinical		Desjardins	122	122	1055	0.96	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr07_Bt22	chr07	1432555	Clinical		Desjardins	122	122	1055	0.98	1	4500	1	606501	611000	2.23	2.23	3622	0.31	4499	0.31	0.25
SRS409066	Bt85	VNBI	chr08_Bt22	chr08	1385770	Clinical		Desjardins	122	122	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr09_Bt22	chr09	1163630	Clinical		Desjardins	122	122	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr10_Bt22	chr10	1065964	Clinical		Desjardins	122	122	1055	1.04	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr11_Bt22	chr11	2037688	Clinical		Desjardins	122	122	1055	0.91	0.91	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr12_Bt22	chr12	782508	Clinical		Desjardins	122	122	1055	1.08	1.1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409066	Bt85	VNBI	chr13_Bt22	chr13	778629	Clinical		Desjardins	122	122	1055	1.05	1.09	6500	1	747501	754000	2.17	2.17	3698	0.83	6499	0.83	0.47
SRS409066	Bt85	VNBI	chr14_Bt22	chr14	938179	Clinical		Desjardins	122	122	1055	1.02	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091247.1	chr01	2264292	Clinical		Desjardins	16	16	1055	0.96	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091248.1	chr02	2048781	Clinical		Desjardins	16	16	1055	0.96	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091249.1	chr03	1851527	Clinical		Desjardins	16	16	1055	0.95	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091250.1	chr04	1666708	Clinical		Desjardins	16	16	1055	0.97	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091251.1	chr05	1439842	Clinical		Desjardins	16	16	1055	0.97	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091252.1	chr06	1423448	Clinical		Desjardins	16	16	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091253.1	chr07	1422665	Clinical		Desjardins	16	16	1055	0.96	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091254.1	chr08	1189062	Clinical		Desjardins	16	16	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091255.1	chr09	1073428	Clinical		Desjardins	16	16	1055	0.99	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091256.1	chr10	1071647	Clinical		Desjardins	16	16	1055	0.97	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091257.1	chr11	1036497	Clinical		Desjardins	16	16	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091258.1	chr12	951480	Clinical		Desjardins	16	16	1055	0.96	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
